material_id,material_name,material_type,density_g_cm3,strength_score,weight_capacity_kg,biodegradability_score,recyclability_percent,manufacturing_energy_index,fragility_support,moisture_resistance,cost_target,co2_target
228,Material_228,Bio-Composite,0.748,23.69,7.5,45.85,99.19,59.03,1,1,57.74109386206486,-11.469687518333233
229,Material_229,Molded Fiber,1.234,65.37,26.07,91.2,68.04,38.13,1,1,96.15130067876737,-132.88381528920212
230,Material_230,Recycled Paper,1.169,42.71,1.26,59.69,87.64,15.34,1,1,68.4502310881799,-156.9267722923588
231,Material_231,Recycled Cardboard,0.271,85.96,46.98,43.23,75.0,61.29,1,1,122.17667965853367,23.232512224568687
232,Material_232,Molded Fiber,0.792,25.94,21.33,80.16,56.39,53.18,0,1,53.54580198159279,-54.546872367974345
233,Material_233,Corrugated Board,0.879,38.11,20.71,53.88,79.11,10.2,1,1,72.90111339920564,-154.00780824154066
234,Material_234,Corrugated Board,1.038,78.42,20.14,54.61,64.99,10.66,0,0,97.97488979246924,-139.05442079519668
235,Material_235,Biodegradable Plastic,1.045,67.9,4.4,58.36,51.72,66.62,1,0,78.18894598159596,32.95918697903703
236,Material_236,Recycled Cardboard,0.674,25.16,32.28,43.82,81.75,28.16,1,1,68.95203023615242,-83.20193864183743
237,Material_237,Bio-Composite,0.929,90.18,36.92,50.63,92.95,54.53,1,0,129.0322472801306,-29.086354753958865
238,Material_238,Molded Fiber,0.825,90.18,34.13,40.31,67.24,41.8,0,1,116.12091577593372,-20.29920096307176
239,Material_239,Recycled Paper,1.35,46.43,7.78,66.72,69.51,70.44,1,0,70.58990561974335,12.013934897007042
240,Material_240,Recycled Cardboard,0.889,47.23,29.36,45.06,94.55,74.19,0,0,86.81228012185566,40.687748329132084
241,Material_241,Recycled Cardboard,0.773,99.12,28.9,80.96,90.68,79.78,0,1,127.11252617096804,-10.98456305151608
242,Material_242,Corrugated Board,0.726,70.09,43.55,54.14,85.75,20.76,1,0,112.65119264407421,-130.170797075344
243,Material_243,Biodegradable Plastic,0.944,62.51,19.58,96.61,62.44,70.41,0,1,85.19731253931339,-42.59751684185256
244,Material_244,Biodegradable Plastic,1.245,87.05,19.2,92.28,95.51,28.62,1,0,117.59234542220658,-192.7372664498192
245,Material_245,Molded Fiber,0.9,42.82,31.31,57.37,57.72,51.36,1,1,77.09770836842569,-16.081803195504623
246,Material_246,Corrugated Board,1.06,54.33,32.02,86.99,81.34,45.4,0,0,90.9702553554513,-115.67349679998368
247,Material_247,Recycled Cardboard,1.159,41.42,23.99,88.19,51.44,11.26,1,1,69.61574910370297,-191.06662457334625
248,Material_248,Bio-Composite,0.876,83.13,22.71,99.19,82.19,75.29,1,0,110.47858346216204,-52.56932618385974
249,Material_249,Corrugated Board,0.755,65.87,25.21,75.87,63.86,15.48,0,1,89.67176618183707,-167.17235989801543
250,Material_250,Molded Fiber,1.34,72.71,43.19,44.92,72.48,58.18,0,0,111.25152759986369,15.29860342003981
251,Material_251,Molded Fiber,0.743,40.18,23.6,78.81,67.26,64.95,0,1,69.90848901817941,-28.036022479911612
252,Material_252,Corrugated Board,0.801,37.62,47.06,77.5,58.64,65.67,0,0,78.85281723613424,-14.910974562918826
253,Material_253,Molded Fiber,1.487,59.07,25.7,78.3,81.1,19.48,0,1,92.60232177013148,-176.1717169793151
254,Material_254,Corrugated Board,0.2,79.01,47.51,58.43,94.1,41.33,0,0,120.35917211191507,-86.52270901624934
255,Material_255,Recycled Paper,0.441,62.02,41.81,91.58,97.95,68.06,1,1,107.17914880760566,-75.89547205843027
256,Material_256,Corrugated Board,0.699,22.61,18.76,97.57,59.62,31.19,0,1,50.45299643354676,-158.12988093901157
257,Material_257,Corrugated Board,1.412,89.48,43.32,53.06,85.87,42.74,0,1,128.63216583213708,-60.803982995101485
258,Material_258,Molded Fiber,0.291,25.17,6.39,45.29,83.22,29.1,1,1,51.6944463348756,-85.88410919281259
259,Material_259,Molded Fiber,0.212,96.47,46.33,51.67,67.17,42.45,1,0,128.23753491758637,-42.80966572845306
260,Material_260,Biodegradable Plastic,0.268,22.01,31.95,89.23,50.95,72.15,0,0,53.12969198955874,-12.603377982806315
261,Material_261,Biodegradable Plastic,0.315,75.56,3.67,80.6,84.49,41.86,0,0,88.99423481994745,-118.96332633262533
262,Material_262,Recycled Paper,0.249,26.58,32.57,78.16,97.27,48.91,1,1,73.38831440533299,-104.67092588752304
263,Material_263,Biodegradable Plastic,0.824,92.85,48.74,64.11,81.61,38.28,0,1,131.02027693404628,-93.15457903766942
264,Material_264,Corrugated Board,0.955,57.15,4.42,74.67,71.76,42.21,0,1,72.63152451385302,-91.72137385586635
265,Material_265,Molded Fiber,0.553,31.0,28.18,58.47,76.26,11.06,1,1,69.46462149435291,-159.97616039366304
266,Material_266,Biodegradable Plastic,0.718,47.27,37.64,68.63,59.98,29.86,0,1,80.85190226215533,-106.1404706709888
267,Material_267,Biodegradable Plastic,0.319,33.19,40.7,87.58,87.53,40.56,1,0,80.14752291057238,-139.12383120227145
268,Material_268,Recycled Paper,0.637,33.65,21.28,98.87,87.32,54.37,0,0,68.07473146951098,-120.3959862754136
269,Material_269,Recycled Cardboard,0.879,95.85,11.0,95.95,57.28,41.5,1,0,106.00980049448731,-122.1308619894935
270,Material_270,Recycled Paper,1.152,55.62,3.07,96.03,93.9,33.65,1,1,80.97887877139685,-182.56592579529047
271,Material_271,Corrugated Board,0.204,83.1,29.41,64.13,63.46,37.17,1,1,106.47403555642907,-79.51970996570046
272,Material_272,Molded Fiber,0.808,71.17,23.19,68.13,99.11,26.96,0,1,104.6375569962552,-151.32705662724973
273,Material_273,Recycled Paper,0.586,74.11,47.49,82.34,69.15,74.71,1,1,112.53140026078383,-9.047058073588385
274,Material_274,Biodegradable Plastic,1.309,30.54,3.97,95.33,58.89,46.52,0,1,49.24799628798412,-105.18692024637693
275,Material_275,Molded Fiber,1.13,38.73,34.58,48.52,67.59,10.94,1,1,78.26804931265642,-130.06716092732583
276,Material_276,Molded Fiber,0.966,82.94,2.22,58.25,72.01,11.36,1,1,95.37052914566016,-152.35485129043985
277,Material_277,Biodegradable Plastic,0.56,97.66,9.4,48.35,53.47,78.11,1,0,103.9908195156187,84.97485797065427
278,Material_278,Recycled Paper,1.383,41.01,23.23,76.72,78.91,25.5,0,0,75.70079424489525,-152.58322268723705
279,Material_279,Biodegradable Plastic,0.259,41.73,23.29,58.38,79.88,66.39,0,1,71.70949475161677,2.583267987273171
280,Material_280,Recycled Cardboard,0.342,57.83,34.6,59.57,86.95,14.08,1,1,95.37255557859979,-163.64230376444507
281,Material_281,Molded Fiber,0.709,98.71,45.6,44.25,51.46,74.48,0,1,124.09964122239928,84.42177737614186
282,Material_282,Bio-Composite,0.362,41.52,32.31,60.99,77.06,71.21,0,0,77.80020793092594,15.945837539989345
283,Material_283,Bio-Composite,1.443,52.56,47.72,91.75,52.65,49.98,0,0,92.46499638653209,-82.76907059715843
284,Material_284,Corrugated Board,1.237,91.32,44.2,53.98,85.06,10.63,1,1,131.9462323386312,-158.38715729378964
285,Material_285,Biodegradable Plastic,0.537,20.23,29.64,81.71,52.79,28.05,0,0,52.3178933982787,-130.51992016259246
286,Material_286,Biodegradable Plastic,0.965,23.18,41.86,77.78,95.59,38.48,1,0,77.5530584224493,-134.3437448577634
287,Material_287,Corrugated Board,1.477,68.33,32.49,91.81,85.1,42.2,1,0,107.62437502577781,-138.21303921922353
288,Material_288,Corrugated Board,1.349,92.59,4.85,47.94,75.37,30.84,1,1,106.09582243783004,-75.42313858071488
289,Material_289,Corrugated Board,0.981,39.11,37.29,98.66,72.08,12.31,0,0,79.38300951307673,-230.06162648102045
290,Material_290,Molded Fiber,1.375,57.57,5.65,74.96,56.53,51.31,1,0,74.03475758802271,-48.71908327436512
291,Material_291,Recycled Cardboard,1.486,56.04,30.11,99.73,64.55,46.69,0,1,88.34865411159431,-119.07453319384456
292,Material_292,Biodegradable Plastic,1.166,57.84,35.43,94.69,93.45,29.81,0,1,100.81280903997991,-190.2589176806316
293,Material_293,Molded Fiber,0.284,69.8,4.26,53.29,95.22,12.66,1,0,90.48599739826456,-163.24991215546333
294,Material_294,Corrugated Board,0.722,57.58,12.31,43.37,50.04,79.62,1,1,72.74554319233636,103.05714892869686
295,Material_295,Biodegradable Plastic,1.289,55.8,45.87,55.34,79.71,43.74,1,0,103.82235966394033,-57.62107254794365
296,Material_296,Molded Fiber,0.5,57.94,31.2,71.65,85.97,62.92,0,0,92.75827402584066,-39.170481082986015
297,Material_297,Recycled Cardboard,1.28,67.27,13.07,50.3,80.94,41.66,0,1,90.07492574916773,-54.24174333812662
298,Material_298,Molded Fiber,0.356,62.96,34.84,50.05,54.08,13.02,1,1,90.8656221875461,-116.0081844179765
299,Material_299,Recycled Cardboard,0.261,88.33,30.24,67.76,60.89,31.67,1,0,110.44256454507118,-100.99310929616948
300,Material_300,Corrugated Board,0.699,23.96,25.58,42.0,62.52,32.41,0,1,55.56107405152702,-47.374862784966695
301,Material_301,Recycled Cardboard,0.248,86.67,48.83,47.31,91.59,68.68,0,1,127.7694291218536,20.971012671575174
302,Material_302,Biodegradable Plastic,1.444,87.51,34.49,64.95,73.16,55.8,1,0,119.96434172042392,-31.307124500476846
303,Material_303,Corrugated Board,1.274,42.79,19.4,43.79,74.34,29.28,0,0,73.0294540212322,-70.28200148548346
304,Material_304,Biodegradable Plastic,1.241,57.03,40.2,63.81,96.74,77.74,0,0,103.39763123212946,12.59430252072281
305,Material_305,Bio-Composite,1.019,55.08,44.34,68.44,81.85,32.51,0,0,98.44451189441008,-119.68014900881205
306,Material_306,Recycled Paper,0.481,37.48,7.14,67.08,94.93,79.88,0,0,64.17443318863982,11.647783053815239
307,Material_307,Recycled Cardboard,0.874,51.74,10.83,92.15,72.83,79.73,0,0,72.87907034774712,-15.349115103383781
308,Material_308,Recycled Paper,0.976,23.55,11.6,71.8,57.47,23.38,0,1,46.879947233076805,-128.4575377693983
309,Material_309,Recycled Paper,0.883,42.23,34.87,68.08,96.5,31.89,1,1,87.68726275405945,-134.89110449360774
310,Material_310,Recycled Cardboard,0.538,85.33,30.55,64.64,72.94,44.02,0,0,110.9862765116799,-68.79533698606139
311,Material_311,Corrugated Board,0.87,42.76,31.33,89.06,59.08,56.49,1,1,76.56333685072183,-65.38312620125359
312,Material_312,Bio-Composite,0.839,85.46,47.1,93.7,65.12,46.96,1,1,122.11073062279469,-109.59632559380498
313,Material_313,Biodegradable Plastic,1.495,62.53,39.02,91.19,52.54,77.86,0,0,94.43217226095831,1.8051044498136541
314,Material_314,Molded Fiber,1.367,90.39,7.27,80.41,73.42,60.68,1,1,106.02158429008408,-49.97447687499635
315,Material_315,Biodegradable Plastic,0.802,65.98,18.03,48.24,92.66,24.84,1,1,97.07871781007478,-112.75781901302987
316,Material_316,Molded Fiber,1.01,22.37,22.33,56.61,96.68,17.36,1,0,66.85174790886393,-155.25476207198633
317,Material_317,Biodegradable Plastic,1.172,74.03,20.4,42.76,96.63,58.19,0,1,105.88046546912626,-4.617394292966832
318,Material_318,Recycled Cardboard,0.245,23.59,33.8,95.85,56.26,21.09,1,1,59.0613574872861,-183.41045525549245
319,Material_319,Bio-Composite,1.363,56.05,44.7,79.65,69.1,65.14,0,0,97.81401307102905,-28.781075589283944
320,Material_320,Molded Fiber,1.318,94.35,16.0,84.78,51.41,31.77,1,1,106.99602540190584,-122.43781596263847
321,Material_321,Corrugated Board,0.795,33.22,28.04,58.69,92.76,32.88,1,1,76.94043809711366,-109.58030538554776
322,Material_322,Biodegradable Plastic,0.709,51.19,39.68,90.74,67.94,10.76,1,1,89.74784287916698,-214.96630998030054
323,Material_323,Biodegradable Plastic,0.555,78.39,21.39,55.58,81.56,59.07,1,0,104.25097048871787,-13.82391613433742
324,Material_324,Molded Fiber,0.82,90.58,9.24,40.1,85.74,17.93,0,0,106.993585286378,-110.40979074126093
325,Material_325,Corrugated Board,0.258,73.68,24.27,62.58,71.49,64.1,1,1,96.78767387078398,-3.2436903147028553
326,Material_326,Corrugated Board,1.308,40.65,3.71,74.25,65.32,44.43,1,1,61.16827213798164,-77.36246208626463
327,Material_327,Recycled Cardboard,0.246,73.97,47.18,68.72,98.11,64.9,0,0,118.12794068501827,-40.32257751709013
328,Material_328,Recycled Cardboard,0.628,43.74,4.67,91.72,98.22,50.87,0,0,69.74770709860941,-127.17647034343797
329,Material_329,Recycled Cardboard,1.411,77.47,22.48,46.32,64.47,15.77,0,1,100.6799114879182,-106.48331663382028
330,Material_330,Recycled Cardboard,1.156,96.32,26.96,73.23,73.98,63.6,1,0,122.44192347015569,-26.68372924475701
331,Material_331,Recycled Cardboard,0.566,77.71,49.28,70.78,98.64,14.89,0,1,123.18037970967876,-193.90671898549093
332,Material_332,Recycled Cardboard,0.528,89.03,9.14,56.88,50.24,43.51,0,1,93.6344248596771,-31.577975008373667
333,Material_333,Bio-Composite,0.207,20.17,6.61,89.33,70.63,22.06,0,0,42.0484064372206,-182.0688015938073
334,Material_334,Corrugated Board,1.104,77.41,1.43,85.17,55.02,62.66,0,0,84.09474947727207,-34.4330688662622
335,Material_335,Recycled Cardboard,0.263,86.37,8.62,83.97,75.46,73.81,0,1,97.84095098089652,-23.13863811410812
336,Material_336,Corrugated Board,0.892,23.24,11.16,92.57,51.23,48.79,0,1,43.334451422985566,-87.59965442619514
337,Material_337,Corrugated Board,1.451,89.73,31.9,83.37,70.34,46.9,1,0,119.73090856432748,-92.47397984973789
338,Material_338,Recycled Paper,0.342,40.54,11.77,53.91,61.03,63.48,0,1,59.53763522548436,22.865650192991257
339,Material_339,Bio-Composite,1.363,73.22,2.01,82.33,76.67,10.36,1,0,90.91350971140916,-207.51171747391246
340,Material_340,Recycled Cardboard,1.489,84.03,41.5,58.46,99.8,74.24,0,0,128.16028796209238,8.237046763306044
341,Material_341,Biodegradable Plastic,0.28,73.01,18.91,54.53,90.03,23.82,0,0,97.14000166180035,-126.36568099245143
342,Material_342,Molded Fiber,1.348,27.38,18.33,44.38,92.28,78.89,0,0,65.77481462709247,58.142831384575956
343,Material_343,Biodegradable Plastic,0.871,67.71,15.82,84.64,81.76,61.54,1,0,93.90952857384461,-63.38698131897752
344,Material_344,Bio-Composite,1.378,63.97,48.79,82.66,52.08,64.2,0,1,102.01910737907863,-21.760056320066155
345,Material_345,Molded Fiber,0.943,92.03,9.34,54.07,60.34,55.93,0,0,101.3555357936116,0.9484789291536435
346,Material_346,Bio-Composite,1.061,52.34,45.01,84.96,96.25,43.02,0,0,101.8711962309759,-134.2127646192248
347,Material_347,Corrugated Board,0.907,45.69,39.06,95.07,68.31,50.01,0,0,84.53825771488779,-105.7211767404969
348,Material_348,Molded Fiber,1.324,79.99,4.75,46.48,55.18,13.25,1,0,90.37171745370246,-104.69039538454707
349,Material_349,Corrugated Board,1.154,53.01,49.35,53.96,85.12,53.68,1,0,104.26232453643708,-28.763872715844887
350,Material_350,Biodegradable Plastic,0.878,71.69,14.3,85.02,64.97,53.83,1,0,91.30989370595337,-71.8204532150773
351,Material_351,Biodegradable Plastic,1.329,71.72,5.83,56.47,63.44,72.38,1,0,87.51031790350179,43.01366314259894
352,Material_352,Molded Fiber,0.519,91.04,41.64,77.48,99.9,45.4,1,1,132.16154748511264,-117.63526507670939
353,Material_353,Molded Fiber,0.405,67.9,35.63,44.87,92.91,15.4,0,1,105.47795749681009,-136.23949545161085
354,Material_354,Recycled Cardboard,0.409,60.17,31.24,67.13,70.4,31.43,0,1,89.11165306135369,-109.04471592057041
355,Material_355,Bio-Composite,0.634,31.11,8.64,84.35,99.01,55.89,0,1,62.31977877496492,-97.84302653242801
356,Material_356,Recycled Cardboard,0.51,29.26,24.45,81.19,82.51,26.75,1,0,66.41637727077897,-163.24411234491686
357,Material_357,Bio-Composite,1.409,32.35,39.25,88.9,87.1,29.64,0,1,81.0512629718235,-172.4581613701076
358,Material_358,Recycled Cardboard,0.338,33.75,15.88,92.65,51.58,67.43,1,0,54.7695800349979,-33.962302804958206
359,Material_359,Corrugated Board,1.109,71.03,16.27,86.39,56.08,50.9,0,1,88.01848335317598,-72.70125551132284
360,Material_360,Molded Fiber,0.446,79.28,1.15,80.3,81.65,45.6,1,1,91.41042412640971,-105.61632811705101
361,Material_361,Biodegradable Plastic,1.346,62.4,9.54,41.9,94.95,32.29,0,0,89.82164059630423,-79.35930572799778
362,Material_362,Bio-Composite,1.45,86.32,43.89,72.1,81.19,61.16,0,0,125.55467389390951,-37.00628668808649
363,Material_363,Bio-Composite,0.805,99.3,22.65,42.26,56.7,30.14,0,1,114.21107982203877,-49.665971559562564
364,Material_364,Biodegradable Plastic,1.343,85.6,49.23,88.48,55.79,61.59,0,1,120.02469992398939,-44.25077421727096
365,Material_365,Recycled Cardboard,0.207,75.59,20.39,59.24,92.21,14.91,1,1,103.09455165140234,-164.92674692417816
366,Material_366,Bio-Composite,1.266,62.6,36.04,73.75,56.97,70.52,0,1,94.20026614126469,8.90662425017283
367,Material_367,Corrugated Board,0.497,55.91,14.81,56.77,76.01,44.97,0,0,78.33175364271078,-54.611508513295675
368,Material_368,Molded Fiber,1.381,26.75,18.83,86.95,51.86,40.7,0,1,53.91741640364996,-99.32219996158217
369,Material_369,Biodegradable Plastic,0.201,51.95,10.35,93.19,54.03,52.77,1,1,67.2802000210443,-82.27856056567832
370,Material_370,Molded Fiber,0.923,92.81,18.01,63.92,83.62,53.69,0,1,113.69824258117956,-48.744442133835385
371,Material_371,Bio-Composite,1.184,84.64,27.81,91.78,84.46,19.24,0,1,115.06963008451574,-207.70461330384435
372,Material_372,Bio-Composite,0.536,37.28,49.6,56.02,67.07,62.94,0,1,81.0094330722427,10.370662569774474
373,Material_373,Biodegradable Plastic,0.451,57.33,33.55,72.08,60.78,29.31,0,0,86.8337399381774,-115.51411262492553
374,Material_374,Corrugated Board,0.309,85.34,10.76,91.53,90.69,73.35,0,0,102.27691695927734,-53.7549262913398
375,Material_375,Recycled Paper,0.624,25.39,3.2,59.55,60.86,67.25,1,0,45.662093655848764,21.97396763032478
376,Material_376,Biodegradable Plastic,0.928,50.99,7.19,97.24,77.1,34.24,1,0,73.0147687658479,-165.73055043796646
377,Material_377,Recycled Paper,0.351,88.15,28.57,47.31,98.41,66.54,1,0,121.57929205920489,6.674462463664922
378,Material_378,Recycled Cardboard,0.69,52.31,38.49,41.1,57.39,34.95,0,1,84.99943810678994,-33.541413136666854
379,Material_379,Recycled Paper,0.212,26.21,47.08,94.25,97.04,17.07,1,0,80.70355788370807,-233.2190994457643
380,Material_380,Corrugated Board,1.264,63.4,1.78,44.12,59.14,77.33,0,0,75.51855988342757,87.81917072189515
381,Material_381,Recycled Cardboard,0.367,88.94,26.62,99.51,78.37,55.68,0,1,111.55856496380368,-108.6538611189728
382,Material_382,Recycled Paper,0.568,67.22,24.07,97.08,68.85,41.93,0,0,91.03132306025674,-135.2084005265093
383,Material_383,Recycled Cardboard,0.224,38.1,33.15,48.22,98.25,37.84,0,0,82.04335614548968,-80.9274014519609
384,Material_384,Recycled Paper,0.762,50.74,28.42,72.26,63.68,32.73,1,0,81.99376907725546,-107.3896560822598
385,Material_385,Corrugated Board,1.292,56.01,34.66,51.1,69.98,78.7,1,0,92.75299260110899,67.26744120345514
386,Material_386,Recycled Paper,0.71,66.34,33.25,65.69,99.14,19.43,1,1,107.46735389131352,-170.87387153608321
387,Material_387,Recycled Paper,0.433,80.75,6.73,43.69,76.82,32.04,0,1,93.23512026874546,-66.79421886392203
388,Material_388,Recycled Paper,1.18,27.91,40.19,53.44,75.13,43.98,1,0,75.79525843828208,-48.03662376388975
389,Material_389,Biodegradable Plastic,1.225,91.17,7.04,61.8,62.89,43.46,1,1,102.90477851406938,-52.46380660826723
390,Material_390,Biodegradable Plastic,0.426,20.98,35.23,66.32,85.07,43.0,0,0,65.4199252489168,-87.15211684815652
391,Material_391,Biodegradable Plastic,1.202,49.6,21.39,98.65,50.72,22.3,1,1,73.77397287460403,-178.03074909096134
392,Material_392,Corrugated Board,1.431,22.19,26.18,88.47,52.48,20.15,0,1,54.654048479907246,-166.7352911174328
393,Material_393,Recycled Cardboard,0.416,51.44,45.26,84.24,79.97,27.83,1,1,96.11892181601596,-163.11191664901708
394,Material_394,Bio-Composite,1.202,62.07,44.6,72.22,67.08,74.02,1,1,102.96692909628172,13.850964878980223
395,Material_395,Recycled Paper,1.121,60.93,41.07,90.4,97.67,17.91,1,1,109.71897179172898,-221.9535708428145
396,Material_396,Recycled Paper,0.816,33.25,26.0,60.36,95.16,63.02,0,1,73.64093157873262,-24.90646653542533
397,Material_397,Corrugated Board,0.275,71.66,37.08,82.53,85.69,63.03,1,1,108.45466454466832,-61.34820345911392
398,Material_398,Recycled Paper,0.297,23.58,26.13,99.63,90.91,66.68,1,1,64.9505215174454,-89.62862953376404
399,Material_399,Biodegradable Plastic,1.308,80.95,43.61,58.88,83.37,72.06,1,1,122.66165956321633,18.858451685026605
400,Material_400,Bio-Composite,1.487,95.73,20.74,80.44,56.28,28.41,1,1,113.8902454976058,-128.5742082300223
401,Material_401,Molded Fiber,1.079,47.18,48.54,90.66,88.28,25.72,0,1,97.01203392255795,-189.9345114999575
402,Material_402,Recycled Paper,0.78,61.38,46.68,94.95,60.51,42.59,0,0,98.16319438661269,-120.77931529341478
403,Material_403,Biodegradable Plastic,1.042,50.31,37.34,83.08,66.17,28.56,1,1,88.68613707724766,-144.11513808285406
404,Material_404,Molded Fiber,0.973,20.54,14.69,57.02,90.96,61.4,1,0,57.71233090546332,-18.799968341358454
405,Material_405,Bio-Composite,0.699,50.87,7.45,59.58,76.83,54.52,1,1,73.32275082046026,-30.80163961071487
406,Material_406,Molded Fiber,0.285,83.34,42.88,41.25,93.0,71.25,0,0,121.57018733425475,39.202819762130815
407,Material_407,Biodegradable Plastic,1.268,67.68,9.1,85.65,60.65,15.79,1,0,85.13700038814437,-182.04336321986085
408,Material_408,Recycled Cardboard,0.683,28.1,42.86,42.56,80.39,74.06,1,0,77.04623453807002,58.26160056790264
409,Material_409,Recycled Cardboard,1.264,87.77,25.05,91.88,54.19,30.53,0,1,105.9836582093541,-141.84831105501522
410,Material_410,Molded Fiber,0.528,62.49,20.92,47.12,82.15,44.35,0,1,89.30096357404376,-42.06420103814332
411,Material_411,Corrugated Board,0.201,87.34,45.26,50.31,88.13,40.7,0,1,124.58254854182469,-66.79879613140338
412,Material_412,Molded Fiber,0.407,66.42,30.59,68.59,79.25,63.22,1,1,98.29784560526687,-26.48568827210499
413,Material_413,Recycled Paper,0.809,64.78,29.25,84.27,63.31,39.42,0,0,91.04758699170603,-112.45313655042288
414,Material_414,Recycled Paper,1.428,28.42,28.38,48.34,51.57,76.05,0,1,60.82395780702445,84.60898159317055
415,Material_415,Recycled Cardboard,0.333,33.39,19.19,66.4,55.97,73.18,1,1,58.16333523248384,32.30811567280146
416,Material_416,Corrugated Board,1.31,97.76,39.5,68.97,81.12,71.05,0,1,131.4759180826906,-3.5377375471969694
417,Material_417,Biodegradable Plastic,0.885,38.28,13.39,52.74,96.72,14.99,1,1,73.06815102714802,-154.86790559396326
418,Material_418,Recycled Paper,1.274,98.2,47.01,46.93,60.33,69.8,1,1,132.0409997728986,59.252385241092014
419,Material_419,Recycled Cardboard,0.588,62.55,44.81,90.19,86.75,64.71,0,1,105.91390900972468,-71.55832767798523
420,Material_420,Bio-Composite,1.292,30.86,17.54,70.15,93.32,17.25,1,1,70.64519419429868,-178.98412980190957
421,Material_421,Recycled Cardboard,1.205,27.94,36.74,40.86,76.04,17.52,0,1,72.05607582716821,-100.61887024606516
422,Material_422,Recycled Paper,0.499,36.71,29.09,88.18,83.46,17.08,0,0,73.30264422652711,-208.6662413765612
423,Material_423,Recycled Paper,0.371,94.05,17.54,98.85,90.75,10.79,0,0,114.11200670611221,-253.30969345866887
424,Material_424,Recycled Cardboard,1.328,53.13,49.44,76.36,63.03,48.4,1,1,98.80986708952344,-67.18800055380046
425,Material_425,Biodegradable Plastic,1.452,51.63,2.24,70.22,64.84,78.14,0,1,67.67375730307084,33.67330109120617
426,Material_426,Molded Fiber,0.241,45.06,13.38,92.7,50.03,40.71,1,1,61.56512393575314,-113.53792922549763
427,Material_427,Recycled Paper,1.151,31.76,26.48,97.15,98.15,47.85,1,1,78.3940165593894,-146.53040900863454
428,Material_428,Recycled Cardboard,1.382,59.03,26.58,85.27,95.88,77.76,1,0,100.22622968696334,-30.440969719903805
429,Material_429,Recycled Cardboard,1.315,30.4,29.86,66.73,88.23,27.86,0,0,73.90277329043357,-134.8932218253064
430,Material_430,Corrugated Board,1.454,86.84,37.83,75.53,53.95,70.09,1,1,115.62966774921564,9.110408298076129
431,Material_431,Molded Fiber,1.188,49.63,31.55,82.06,72.38,48.25,1,0,87.46167942363648,-88.03323860237816
432,Material_432,Bio-Composite,0.775,49.98,30.41,51.66,55.09,49.86,0,0,77.61196600083544,-8.090518918858152
433,Material_433,Biodegradable Plastic,0.606,57.92,3.62,66.83,50.8,34.02,0,1,66.61626638140602,-80.77518124358053
434,Material_434,Bio-Composite,0.617,55.53,19.45,89.79,80.81,49.31,1,1,84.56047329461869,-110.29106379243551
435,Material_435,Molded Fiber,1.142,99.59,12.37,79.28,98.04,15.12,1,1,123.89669778394764,-207.62746982018496
436,Material_436,Molded Fiber,1.17,63.63,14.0,64.67,95.14,63.53,0,0,92.26662918430208,-31.27336349713639
437,Material_437,Molded Fiber,0.46,27.06,28.16,79.8,84.84,29.93,1,0,69.0183667423018,-153.79965333815417
438,Material_438,Bio-Composite,1.329,68.55,10.78,47.09,54.83,72.13,1,1,85.17052889243985,70.63808282211536
439,Material_439,Molded Fiber,1.129,32.13,15.4,64.09,63.71,35.75,1,1,61.26515281702723,-81.68726310691281
440,Material_440,Recycled Cardboard,0.932,22.48,12.62,87.59,66.0,20.0,1,0,50.81394982049507,-177.9381815318626
441,Material_441,Bio-Composite,0.813,97.66,47.48,53.23,88.16,58.71,0,0,135.6603248739959,-17.304566939219907
442,Material_442,Molded Fiber,0.906,81.88,47.29,51.16,90.11,21.52,1,1,125.38188859782154,-126.15537760652458
443,Material_443,Recycled Cardboard,0.407,98.41,30.89,97.05,69.26,62.76,0,0,120.30630191904004,-74.99448791745179
444,Material_444,Corrugated Board,0.465,58.23,46.3,52.59,70.89,77.77,1,1,99.52500695498802,58.70192785952683
445,Material_445,Molded Fiber,0.319,62.58,39.5,55.66,52.23,64.57,0,1,90.08521227473915,31.72845773458297
446,Material_446,Bio-Composite,0.4,33.47,29.91,98.18,64.46,11.57,1,0,68.31910152554292,-226.10467672805922
447,Material_447,Recycled Paper,0.79,39.75,1.32,84.08,72.56,51.99,0,0,58.09799700838042,-82.71290768517267
448,Material_448,Molded Fiber,0.889,87.08,38.85,81.98,55.85,58.68,1,0,115.97619292018527,-40.82719773201531
449,Material_449,Recycled Paper,0.223,48.49,35.42,91.18,72.66,67.78,0,1,82.06410698577858,-50.57331723793288
450,Material_450,Recycled Cardboard,1.236,86.15,31.15,46.95,92.66,13.92,1,1,122.97520565052288,-141.1690722994944
451,Material_451,Corrugated Board,0.582,76.72,38.26,82.36,79.07,43.61,1,1,112.57302098783777,-112.33791279602526
452,Material_452,Biodegradable Plastic,1.385,34.17,26.13,70.22,53.95,47.48,0,1,65.45281151865379,-47.9488959123573
453,Material_453,Corrugated Board,1.458,60.6,35.5,89.75,59.58,21.84,0,1,93.7573655822722,-170.04514786237954
454,Material_454,Molded Fiber,0.441,74.19,46.82,70.49,73.73,32.57,0,1,111.41350778142382,-115.14838672981199
455,Material_455,Recycled Paper,0.801,38.8,19.41,77.21,68.07,40.82,0,0,66.9409926172311,-97.71308341133566
456,Material_456,Recycled Paper,0.202,86.46,35.7,68.66,67.94,68.32,0,1,112.20394971909215,-0.3658505343167926
